# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Google Ads Account
# Property: olera.care - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251014
# End date: 20251020
Page title and screen class,Views,Active users,Sessions,Engagement rate,Bounce rate,Average engagement time per active user,Views per active user,Event count,Key events,Total revenue
"Best Home Care in Waterloo, IA: Price Comparison",1,1,1,1,0,16,1,1,0,0
"Best Home Care in Yakima, WA: Price Comparison",1,1,1,1,0,0,1,3,0,0
"Best Home Care(Non-medical) in Eureka, CA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Home Care(Non-medical) in Fredericksburg, VA: Price Comparison",1,1,1,1,0,57,1,1,0,0
"Best Home Care(Non-medical) in Northglenn, CO: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Home Care, Newark NJ: Pricing & Availability | Olera.care",1,1,1,1,0,34,1,5,0,0
"Best Home Health Care in Bossier City, LA: Price Comparison",1,1,1,1,0,8,1,2,0,0
"Best Home Health Care in Bozeman, MT : Price Comparison",1,1,1,1,0,19,1,4,0,0
"Best Home Health Care in Fridley, MN: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Home Health Care in Glendale, AZ: Price Comparison",1,1,1,1,0,0,1,3,0,0
"Best Home Health Care in Lafayette, LA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Home Health Care in Lufkin, TX: Price Comparison",1,1,1,1,0,20,1,4,0,0
"Best Home Health Care in Meridian, ID: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Home Health Care in Palm Springs, CA: Price Comparison",1,1,1,1,0,0,1,3,0,0
"Best Home Health Care in Sherman, TX: Price Comparison",1,1,1,1,0,0,1,3,0,0
"Best Home Health Care in Temecula, CA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Independent Living in Atlanta, GA: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Biddeford, ME: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Cleveland, TN: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Derry, NH: Price Comparison",1,1,1,1,0,40,1,4,0,0
"Best Independent Living in Fairborn, OH: Price Comparison",1,1,1,1,0,20,1,4,0,0
"Best Independent Living in Haines, FL: Price Comparison",1,1,1,1,0,103,1,4,0,0
"Best Independent Living in Irvington, NJ: Price Comparison",1,1,1,0,1,1,1,5,0,0
"Best Independent Living in Johns Creek, GA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Independent Living in Knoxville, TN - Olera",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Lafayette, LA: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Muncie, IN: Price Comparison",1,1,1,1,0,1,1,1,0,0
"Best Independent Living in Naperville, IL: Price Comparison",1,1,1,0,1,7,1,4,0,0
"Best Independent Living in Portsmouth, VA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Independent Living in Redmond, WA: Price Comparison",1,1,1,1,0,15,1,1,0,0
"Best Independent Living in Richmond, KY: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Salina, KS: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Suitland-Silver Hill, MD: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Independent Living in Watertown, MA: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Independent Living in Winston-Salem, NC: Price Comparison",1,1,1,1,0,38,1,4,0,0
"Best Memory Care in Buena Park, CA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Memory Care in Dothan, AL: Price Comparison",1,1,1,1,0,33,1,4,0,0
"Best Memory Care in Fair Lawn, NJ: Price Comparison",1,1,1,1,0,30,1,4,0,0
"Best Memory Care in Glen Burnie, MD: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Memory Care in Hot Springs, AR: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Memory Care in Indianapolis, IN - Olera",1,1,1,0,1,0,1,3,0,0
"Best Memory Care in Irvington, NJ: Price Comparison",1,1,1,0,1,1,1,5,0,0
"Best Memory Care in Kernersville, NC: Price Comparison",1,1,1,0,1,5,1,4,0,0
"Best Memory Care in Lockport, IL: Price Comparison",1,1,2,0,1,0,1,5,0,0
"Best Memory Care in North Bergen, NJ: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Memory Care in Parker, CO: Price Comparison",1,1,1,1,0,0,1,3,0,0
"Best Memory Care in Prattville, AL: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Memory Care in Rock Springs, WY: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Memory Care in Sacramento, CA - Olera",1,1,1,1,0,2,1,1,0,0
Best Memory Care in South Carolina: Price Comparison,1,1,1,1,0,0,1,3,0,0
"Best Memory Care in Springfield, IL: Price Comparison",1,1,1,1,0,39,1,4,0,0
"Best Memory Care in Webster, NY: Price Comparison",1,1,1,1,0,24,1,4,0,0
"Best Memory Care in Westfield, IN: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in Abilene, TX: Price Comparison",1,1,1,1,0,24,1,5,0,0
"Best Nursing Home in Billerica, MA: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in Broomfield, CO: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in Chesapeake, VA: Price Comparison",1,1,1,1,0,57,1,2,0,0
"Best Nursing Home in Clifton, NJ: Price Comparison",1,1,1,0,1,4,1,4,0,0
"Best Nursing Home in Davenport, IA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Nursing Home in Del Rio, TX: Price Comparison",1,1,1,1,0,63,1,3,0,0
"Best Nursing Home in Deltona, FL: Price Comparison",1,1,1,0,1,2,1,4,0,0
"Best Nursing Home in Fridley, MN: Price Comparison",1,1,1,0,1,1,1,5,0,0
"Best Nursing Home in Jefferson City, MO: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in Joliet, IL: Price Comparison",1,1,1,0,1,0,1,3,0,0
Best Nursing Home in New Hampshire: Price Comparison,1,1,1,1,0,14,1,4,0,0
"Best Nursing Home in North Fort Myers, FL: Price Comparison",1,1,1,1,0,13,1,4,0,0
"Best Nursing Home in Pueblo, CO: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Nursing Home in Rock Springs, WY: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in Salisbury, MD: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in San Dimas, CA: Price Comparison",1,1,1,1,0,70,1,4,0,0
"Best Nursing Home in Spring Valley, NY: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Nursing Home in Vernon Hills, IL: Price Comparison",1,1,1,1,0,0,1,3,0,0
"Best Nursing Home in West Bend, WI: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in West Lafayette, IN: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Nursing Home in West Valley City, UT: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Senior Communities in Albuquerque, NM: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Senior Communities in Atlanta, GA - Olera",1,1,1,1,0,144,1,1,0,0
"Best Senior Communities in Charlottesville, VA: Price Comparison",1,1,1,1,0,165,1,5,0,0
"Best Senior Communities in Cincinnati, OH: Price Comparison",1,1,1,1,0,13,1,2,0,0
"Best Senior Communities in Durham, NC: Price Comparison",1,1,1,1,0,77,1,1,0,0
"Best Senior Communities in Fremont, CA: Price Comparison",1,1,1,0,1,1,1,5,0,0
"Best Senior Communities in Houston, TX: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Senior Communities in Jefferson City, MO: Price Comparison",1,1,1,0,1,1,1,5,0,0
"Best Senior Communities in Lakeland, FL: Price Comparison",1,1,1,1,0,166,1,2,0,0
"Best Senior Communities in Lexington, KY: Price Comparison",1,1,1,1,0,32,1,1,0,0
"Best Senior Communities in Lincoln, CA: Price Comparison",1,1,1,0,1,8,1,4,0,0
"Best Senior Communities in Littleton, CO: Price Comparison",1,1,1,1,0,21,1,2,0,0
"Best Senior Communities in Malden, MA: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Senior Communities in Mission Viejo, CA: Price Comparison",1,1,1,1,0,26,1,4,0,0
"Best Senior Communities in Montgomery, AL: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Senior Communities in Newark, OH: Price Comparison",1,1,1,1,0,10,1,1,0,0
Best Senior Communities in North Dakota: Price Comparison,1,1,1,1,0,19,1,4,0,0
"Best Senior Communities in Oak Park, IL: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Senior Communities in Orem, UT: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Senior Communities in Oro Valley, AZ: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Senior Communities in Pleasant Grove, UT: Price Comparison",1,1,1,0,1,0,1,4,0,0
"Best Senior Communities in Port Arthur, TX: Price Comparison",1,1,1,0,1,2,1,5,0,0
"Best Senior Communities in Redmond, WA: Price Comparison",1,1,1,1,0,5,1,1,0,0
"Best Senior Communities in Redwood City, CA: Price Comparison",1,1,1,0,1,1,1,5,0,0
"Best Senior Communities in Roanoke, VA: Price Comparison",1,1,1,1,0,23,1,1,0,0
"Best Senior Communities in Santa Barbara, CA: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best Senior Communities in Waco, TX: Price Comparison",1,1,1,0,1,0,1,3,0,0
"Best of Care, Quincy MA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"BestCare Assisted Living - Reisterstown South, Reisterstown MD: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,5,0,0
"Better House Assisted Living, Hawthorne CA: Pricing & Availability | Olera.care",1,1,1,1,0,335,1,4,0,0
"Better Life-Home Care Pros, Meridian ID: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"Better Living Home Health, Dayton OH: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Beverly Towers, Montebello CA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Bickford Senior Living - The Rivers, Brentwood TN: Pricing & Availability | Olera.care",1,1,1,0,1,1,1,4,0,0
"Bickford of Peoria, Peoria IL: Pricing & Availability | Olera.care",1,1,1,1,0,55,1,5,0,0
"Bienestar Home Health Services, El Paso TX: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,1,0,0
"Big Horn 55+ Senior Community, Ogden UT: Pricing & Availability | Olera.care",1,1,1,1,0,15,1,4,0,0
"Big hearts Alaska Assisted Living Home, Anchorage AK: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,3,0,0
"Blessed Hands Health Care, Cottage Grove MN: Pricing & Availability | Olera.care",1,1,1,1,0,91,1,5,0,0
"Blessing Residential Care, Brooklyn Park MN: Pricing & Availability | Olera.care",1,1,1,1,0,26,1,4,0,0
"Blissful Canyon Homecare, Riverside CA: Pricing & Availability | Olera.care",1,1,1,0,1,4,1,4,0,0
"Bloom Healthcare, Lakewood CO: Pricing & Availability | Olera.care",1,1,2,0.5,0.5,252,1,6,0,0
"Bloomfield West, Lynwood CA: Pricing & Availability | Olera.care",1,1,2,0,1,0,1,5,0,0
"Blossom Grove Alzheimer’s Special Care Center, Riverside CA: Pricing & Availability | Olera.care",1,1,1,1,0,15,1,4,0,0
"Blue Circle Rehab and Nursing, St. Louis MO: Pricing & Availability | Olera.care",1,1,1,1,0,259,1,4,0,0
"Blue skies home care, St. Joseph MO: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"BlueGreen Home Health Care, Dayton OH: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"Bluejacket Lodge, Shawnee KS: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Bocage Apartments, Norman OK: Pricing & Availability | Olera.care",1,1,1,1,0,41,1,4,0,0
"Boomers Personal Care, Kansas City MO: Pricing & Availability | Olera.care",1,1,1,1,0,43,1,4,0,0
"Bortz Health Care of Warren, Warren MI: Pricing & Availability | Olera.care",1,1,1,1,0,29,1,4,0,0
"Boyd House, Perth Amboy NJ: Pricing & Availability | Olera.care",1,1,1,1,0,46,1,4,0,0
"Boyson Heights Senior Living, Cedar Rapids IA: Pricing & Availability | Olera.care",1,1,1,1,0,19,1,4,0,0
"Bracher Senior Apartments, Santa Clara CA: Pricing & Availability | Olera.care",1,1,1,1,0,11,1,4,0,0
"Bradley Lexington Seniors, Lexington SC: Pricing & Availability | Olera.care",1,1,1,0,1,8,1,4,0,0
"Brakebill Nursing Home, Knoxville TN: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Breezy Hills Rehab and Care Center, Lakeland FL: Pricing & Availability | Olera.care",1,1,1,1,0,10,1,4,0,0
"Brentwood Campus of Care, Dallas TX: Pricing & Availability | Olera.care",1,1,1,1,0,58,1,5,0,0
"Brentwood by the Bay Assisted Living, Warwick RI: Pricing & Availability | Olera.care",1,1,1,0,1,1,1,4,0,0
"Brevard Senior Living, Melbourne FL: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Briarwood Apartments, Brookings SD: Pricing & Availability | Olera.care",1,1,1,1,0,99,1,4,0,0
"Brickyard Healthcare - Churchman Care Center, Indianapolis IN: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Bridge to Care Home Care, LLC, Fayetteville NC: Pricing & Availability | Olera.care",1,1,1,1,0,21,1,4,0,0
"Bridges Community Homecare and Hospice, Wheat Ridge CO: Pricing & Availability | Olera.care",1,1,1,1,0,9,1,4,0,0
"Bridgeway Home Care, Waterloo IA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Bright Faith Senior Living - Victorian Home, New Berlin WI: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,3,0,0
"Bright Life Home Care, Harrisburg PA: Pricing & Availability | Olera.care",1,1,1,1,0,21,1,4,0,0
"BrightStar Care, Mount Pleasant SC: Pricing & Availability | Olera.care",1,1,1,1,0,49,1,5,0,0
"Brighton Gardens of Friendship Heights, Washington DC: Pricing & Availability | Olera.care",1,1,1,1,0,50,1,5,0,0
"Brightview Canton, Canton MA: Pricing & Availability | Olera.care",1,1,1,1,0,96,1,5,0,0
"Bristol Senior Community Center, Bristol CT: Pricing & Availability | Olera.care",1,1,1,1,0,26,1,4,0,0
"Brook Oaks Senior Residences, Waco TX: Pricing & Availability | Olera.care",1,1,1,1,0,40,1,5,0,0
"Brookdale Bayshore, Tampa FL: Pricing & Availability | Olera.care",1,1,1,1,0,31,1,5,0,0
"Brookdale Falling Creek, Hickory NC: Pricing & Availability | Olera.care",1,1,1,1,0,24,1,4,0,0
"Brookdale Norman, Norman OK: Pricing & Availability | Olera.care",1,1,1,1,0,29,1,4,0,0
"Brookdale West University, Houston TX: Pricing & Availability | Olera.care",1,1,1,1,0,10,1,4,0,0
"Brookside Memory Care, Tigard OR: Pricing & Availability | Olera.care",1,1,1,0,1,5,1,4,0,0
"Buchert Ridge Community, Pottstown PA: Pricing & Availability | Olera.care",1,1,1,1,0,266,1,5,0,0
"Budlong Manor, Cranston RI: Pricing & Availability | Olera.care",1,1,1,1,0,168,1,4,0,0
"Buena Vida Primary Home Care, Brownsville TX: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"Burbank Senior Home Caregivers & 24 Hour Live In Care Services, Burbank CA: Pricing & Availability | Olera.care",1,1,1,1,0,12,1,4,0,0
"Burcham Hills, Lansing MI: Pricing & Availability | Olera.care",1,1,1,1,0,296,1,4,0,0
"Burke Senior Center, Cheyenne WY: Pricing & Availability | Olera.care",1,1,1,0,1,3,1,4,0,0
"Burlingame Chalet, Burlingame CA: Pricing & Availability | Olera.care",1,1,1,1,0,5,1,3,0,0
CEO Spotlight: TJ Falohun of Olera Features in QUESTPress,1,1,1,1,0,14,1,4,0,0
"CHICAGO MIDWEST HOME HEALTH, Des Plaines IL: Pricing & Availability | Olera.care",1,1,1,0,1,6,1,4,0,0
"CHRISTUS Good Shepherd Home Care - Longview, Longview TX: Pricing & Availability | Olera.care",1,1,1,1,0,71,1,5,0,0
"CHRISTUS Good Shepherd HomeCare - Marshall, Marshall TX: Pricing & Availability | Olera.care",1,1,1,1,0,102,1,4,0,0
"CSI Nurse World, Winter Park FL: Pricing & Availability | Olera.care",1,1,1,1,0,57,1,4,0,0
"Cabading Residential, North Charleston SC: Pricing & Availability | Olera.care",1,1,1,1,0,54,1,4,0,0
"Caldwell Home Extended Care, Fitchburg MA: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"Calumet City Terrace, Calumet City IL: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Cambridge Court Senior Living, Mesquite TX: Pricing & Availability | Olera.care",1,1,1,1,0,7,1,3,0,0
"Cambridge Senior Living - Eau Claire, WI, Eau Claire WI: Pricing & Availability | Olera.care",1,1,1,1,0,20,1,4,0,0
"Cameron Senior Center, Westford MA: Pricing & Availability | Olera.care",1,1,1,1,0,59,1,5,0,0
Can I get paid for taking care of my veteran dad? What do I gotta do to apply for those benefits?,1,1,1,1,0,82,1,4,0,0
Can someone explain the difference between a will and a trust?,1,1,1,1,0,31,1,1,0,0
"Candlewick Commons, Newark OH: Pricing & Availability | Olera.care",1,1,1,1,0,21,1,1,0,0
"Candor Home Care Agency, Homestead FL: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Capital District DDSO, Saratoga Springs NY: Pricing & Availability | Olera.care",1,1,1,1,0,28,1,5,0,0
"Caraday of Mesquite, Mesquite TX: Pricing & Availability | Olera.care",1,0,1,0,1,0,0,2,0,0
"Carbon Health Urgent Care Costa Mesa, Costa Mesa CA: Pricing & Availability | Olera.care",1,1,1,0,1,8,1,5,0,0
"Cardinal Pointe of Maplewood, Maplewood MN: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Cardinal Senior Living at Roanoke, Roanoke VA: Pricing & Availability | Olera.care",1,1,1,1,0,6,1,2,0,0
"Care Companion Health Services, Hazelwood MO: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Care First Nursing, Upper Darby PA: Pricing & Availability | Olera.care",1,1,1,1,0,13,1,5,0,0
"Care Health Services Inc / Redi Nurse, Lake Worth Beach FL: Pricing & Availability | Olera.care",1,1,1,1,0,61,1,5,0,0
"Care One Home Health Care, Winston-Salem NC: Pricing & Availability | Olera.care",1,1,1,1,0,18,1,4,0,0
"Care Partners Staffing, Eagan MN: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,3,0,0
"Care of Excellence Home Health, Mansfield TX: Pricing & Availability | Olera.care",1,1,1,1,0,83,1,5,0,0
"Care on Call In-Home Care, San Jose CA: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,3,0,0
"Care with Aloha, North Las Vegas NV: Pricing & Availability | Olera.care",1,1,1,1,0,22,1,4,0,0
"CareFinders Total Care, Union NJ: Pricing & Availability | Olera.care",1,1,1,1,0,358,1,4,0,0
"CareGivers Home Care, Rome NY: Pricing & Availability | Olera.care",1,1,1,1,0,38,1,5,0,0
"CareMesa, San Marcos CA: Pricing & Availability | Olera.care",1,1,1,1,0,12,1,4,0,0
"CarePatrol, Navarre FL: Pricing & Availability | Olera.care",1,1,1,1,0,22,1,1,0,0
"CarePerks, Tucker GA: Pricing & Availability | Olera.care",1,1,1,0,1,3,1,4,0,0
"CareSphere, Bethlehem PA: Pricing & Availability | Olera.care",1,1,1,1,0,36,1,5,0,0
"Caregiver Support Services in Murray, Utah",1,1,1,1,0,8,1,2,0,0
"Caregivers Home Health, Manhattan KS: Pricing & Availability | Olera.care",1,1,1,1,0,10,1,4,0,0
"Careminders Home Care, Omaha NE: Pricing & Availability | Olera.care",1,1,1,1,0,204,1,5,0,0
"Carepoint Home Health, Edison NJ: Pricing & Availability | Olera.care",1,1,1,0,1,7,1,4,0,0
"Caresouth Homecare Pro, Columbus GA: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,3,0,0
"Caring 4 You Homecare, Dayton OH: Pricing & Availability | Olera.care",1,1,1,0,1,3,1,4,0,0
"Caring Angels Homecare of Connecticut, Norwich CT: Pricing & Availability | Olera.care",1,1,1,0,1,8,1,4,0,0
"Caring Bees Healthcare, Boston MA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Caring Company, Rochester Hills MI: Pricing & Availability | Olera.care",1,1,1,0,1,1,1,4,0,0
"Caring Friends Health Care Services, Laurel MD: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Caring Heart Home Care, Marysville OH: Pricing & Availability | Olera.care",1,1,1,1,0,211,1,5,0,0
"Caring Heart Home Care, Torrance CA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Caring Hearts Homecare, Lubbock TX: Pricing & Availability | Olera.care",1,1,1,1,0,11,1,4,0,0
"Caring Hearts of El Paso Home Care, LLC, El Paso TX: Pricing & Availability | Olera.care",1,1,1,1,0,24,1,1,0,0
"Caring Home Health Agency, Oklahoma City OK: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,3,0,0
"Caring Homes, Mequon WI: Pricing & Availability | Olera.care",1,0,1,0,1,0,0,2,0,0
"Caring One Home Healthcare, Richmond VA: Pricing & Availability | Olera.care",1,1,1,1,0,165,1,5,0,0
Caring People - Inbox - Olera,1,1,1,1,0,8,1,1,0,0
"Caring People, Hackensack NJ: Pricing & Availability | Olera.care",1,2,2,0.5,0.5,30,0.5,6,0,0
"Caring People, Hartford CT: Pricing & Availability | Olera.care",1,1,2,0.5,0.5,216,1,7,0,0
"Caring Places Management Senior Living, Forest Grove OR: Pricing & Availability | Olera.care",1,1,1,1,0,52,1,4,0,0
"Caring Touch Provider Services, Pharr TX: Pricing & Availability | Olera.care",1,1,1,1,0,25,1,1,0,0
"Carlow Manor Retirement Community, Gulfport MS: Pricing & Availability | Olera.care",1,1,1,1,0,48,1,4,0,0
"Carolina Caregivers, Rock Hill SC: Pricing & Availability | Olera.care",1,1,1,1,0,15,1,1,0,0
"Carrick Glen Senior Living, Mount Juliet TN: Pricing & Availability | Olera.care",1,1,1,1,0,57,1,4,0,0
"Carroll's Residential Care, El Cajon CA: Pricing & Availability | Olera.care",1,1,1,1,0,34,1,4,0,0
"Casa De Redwood, Redwood City CA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Casa de Recuperación Ave Fenix ​​ALF Miami, Cutler Bay, FL: Precios y disponibilidad | Olera.care",1,1,1,1,0,0,1,3,0,0
"Cascades at Jacinto, Houston TX: Pricing & Availability | Olera.care",1,1,1,0,1,8,1,4,0,0
"Catherine Booth Garden Apartments, Gastonia NC: Pricing & Availability | Olera.care",1,1,1,1,0,1428,1,4,0,0
"Catholic Community Services Home Care, Kent WA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Catholic Health - Mercy Nursing Facility at OLV, Buffalo NY: Pricing & Availability | Olera.care",1,1,1,1,0,28,1,4,0,0
"Cedar Crest Nursing and Rehabilitation Center, Sunnyvale CA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Cedar Crest Post Acute, Allentown PA: Pricing & Availability | Olera.care",1,1,1,1,0,23,1,4,0,0
"Celebrity Homecare of Hartford, Hartford CT: Pricing & Availability | Olera.care",1,1,1,1,0,27,1,4,0,0
"Cenoma House, Twin Falls ID: Pricing & Availability | Olera.care",1,1,1,1,0,10,1,4,0,0
"Center Home Care, Enterprise AL: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Center at Zaragoza, El Paso TX: Pricing & Availability | Olera.care",1,1,1,1,0,41,1,4,0,0
"Center for Elders' Independence PACE San Leandro Center, San Leandro CA: Pricing & Availability | Olera.care",1,1,1,1,0,32,1,4,0,0
"CenterWell Home Health - Foley, Foley AL: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"CenterWell Home Health, Lafayette LA: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"Centerbridge, Bridgewater NJ: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Centerwell Home Health - Grapevine, Grapevine TX: Pricing & Availability | Olera.care",1,1,1,1,0,5,1,4,0,0
"Central Carolina Home Care, Concord NC: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,1,0,0
"Central Home Health Care, an Amedisys Company, Newnan GA: Pricing & Availability | Olera.care",1,1,1,1,0,27,1,4,0,0
"Centric Home Health Lawton Oklahoma, Lawton OK: Pricing & Availability | Olera.care",1,1,1,1,0,108,1,4,0,0
"Champion Care, Laredo TX: Pricing & Availability | Olera.care",1,1,1,1,0,217,1,6,0,0
"Champion Rehabilitation and Health Center, Brockton MA: Pricing & Availability | Olera.care",1,1,1,1,0,36,1,5,0,0
"Chantilly Heights Memory Care, Chantilly VA: Pricing & Availability | Olera.care",1,1,1,1,0,3,1,1,0,0
"Chapters Living of Little Rock, Little Rock AR: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,3,0,0
"Charleston Transitional Care, Charleston WV: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Chase Samaritan Assisted Living, Asheville NC: Pricing & Availability | Olera.care",1,1,1,1,0,59,1,5,0,0
"Chasse Village, Rochester NH: Pricing & Availability | Olera.care",1,1,1,1,0,35,1,4,0,0
"Chateau Home Health, Kenner LA: Pricing & Availability | Olera.care",1,1,1,1,0,119,1,5,0,0
"Chateau Living Center, Kenner LA: Pricing & Availability | Olera.care",1,1,1,1,0,15,1,1,0,0
"Chatham Glen Healthcare & Rehabilitation Center, The Villages FL: Pricing & Availability | Olera.care",1,1,1,0,1,10,1,4,0,0
"Chevetta In Home Care Services, Hazelwood MO: Pricing & Availability | Olera.care",1,1,1,1,0,37,1,4,0,0
"Cheyenne Place, Colorado Springs CO: Pricing & Availability | Olera.care",1,1,1,0,1,2,1,4,0,0
"Children's Home Healthcare Albuquerque, Albuquerque NM: Pricing & Availability | Olera.care",1,1,1,1,0,64,1,5,0,0
"Choice Hospice, Norman OK: Pricing & Availability | Olera.care",1,1,1,0,1,9,1,4,0,0
"Christallis Manor, Hollywood FL: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Christus HomeCare - SPOHN, Corpus Christi TX: Pricing & Availability | Olera.care",1,1,1,1,0,26,1,4,0,0
"Circle of Care, St. Louis, Hazelwood MO: Pricing & Availability | Olera.care",1,1,1,1,0,139,1,4,0,0
"Cirrus Manor Residental Center, Rochester NY: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"Citrus Manor Assisted Living, Mesa AZ: Pricing & Availability | Olera.care",1,1,1,1,0,16,1,4,0,0
"City Of Angels Non-medical Home Health, Commerce City CO: Pricing & Availability | Olera.care",1,1,1,0,1,1,1,5,0,0
"Claiborne Creek Retirement, Monroe LA: Pricing & Availability | Olera.care",1,0,1,0,1,0,0,2,0,0
"Claremont Villa, Victorville CA: Pricing & Availability | Olera.care",1,1,1,1,0,11,1,4,0,0
"Claremont Village Assisted Living Program, Bronx NY: Pricing & Availability | Olera.care",1,1,1,0,1,6,1,4,0,0
"Clarity Care Givers, Fishers IN: Pricing & Availability | Olera.care",1,1,2,0,1,0,1,5,0,0
"Clay Home Medical, Petersburg VA: Pricing & Availability | Olera.care",1,1,1,1,0,36,1,4,0,0
"Clean & Care In Home Services, Bloomington IL: Pricing & Availability | Olera.care",1,1,1,1,0,250,1,2,0,0
"Clear Choice Assisted Living, Parma OH: Pricing & Availability | Olera.care",1,1,1,0,1,4,1,4,0,0
